1;916264250
1;241999040
1;382635838
1;291629372
2;262751441
2;130918331
2;131833110
3;381686682
3;161908098
3;219778584
4;284788316
4;152279330
4;132508986
5;348480321
5;200301465
5;148178856
6;305062229
6;122352561
6;182709668
7;208255751
7;122456466
7;85799285
8;3292711010
8;3292711010
